Area,Aspect_Ratio,Label
227.0,3.076923076923077,0
588.0,0.9772727272727273,0
363.5,1.5909090909090908,0
134.5,0.7727272727272727,0
525.0,1.53125,0
452.5,2.16,0
441.0,1.5714285714285714,0
147.5,1.9230769230769231,0
1385.5,1.0,0
112.5,3.4545454545454546,0
177.5,3.0,0
222.5,2.4285714285714284,0
379.5,1.608695652173913,0
111.5,1.75,0
455.0,1.4545454545454546,0
704.0,2.5833333333333335,0
701.0,1.6571428571428573,0
107.0,0.7647058823529411,0
168.5,2.0,0
1717.0,0.7777777777777778,0
142.5,3.1666666666666665,0
194.5,2.8333333333333335,0
417.5,1.15625,0
121.5,1.5,0
583.0,1.4285714285714286,0
892.5,2.576923076923077,0
870.0,1.7,0
128.5,0.6086956521739131,0
271.5,2.8666666666666667,0
1731.0,0.7285714285714285,0
201.5,3.3333333333333335,0
427.0,1.8095238095238095,0
114.0,1.5,0
555.0,1.4838709677419355,0
1074.0,2.5,0
1195.0,1.5319148936170213,0
133.5,0.6363636363636364,0
313.0,2.823529411764706,0
1503.0,0.9285714285714286,0
194.0,2.6666666666666665,0
301.0,2.642857142857143,0
540.5,0.925,0
103.0,1.2941176470588236,0
431.0,1.1666666666666667,0
1502.0,1.3636363636363635,0
2273.5,0.975609756097561,0
232.0,1.9375,0
1614.0,1.2926829268292683,0
230.0,2.5384615384615383,0
332.5,2.375,0
478.0,1.5769230769230769,0
102.5,1.4210526315789473,0
578.5,1.3636363636363635,0
1376.0,2.235294117647059,0
188.0,0.7857142857142857,0
3350.5,1.0813953488372092,0
154.5,2.6666666666666665,0
108.5,0.75,0
297.5,1.7894736842105263,0
2243.0,0.7671232876712328,0
250.0,2.5384615384615383,0
645.0,0.9111111111111111,0
628.0,1.2941176470588236,0
116.0,0.6956521739130435,0
1599.0,1.72,0
109.0,2.5454545454545454,0
3225.0,1.3194444444444444,0
106.5,3.0,0
203.5,3.2,0
396.0,2.272727272727273,0
2071.5,0.7402597402597403,0
705.0,0.86,0
111.5,1.5333333333333334,0
662.5,1.4375,0
312.5,0.8823529411764706,0
334.5,1.0,0
2210.0,1.6538461538461537,0
263.0,3.235294117647059,0
550.5,2.2,0
2217.0,0.7375,0
113.5,4.111111111111111,1
731.5,1.1,0
161.5,1.391304347826087,0
602.5,1.4516129032258065,0
149.5,0.8076923076923077,0
1254.0,1.5319148936170213,0
212.0,1.9473684210526316,0
727.5,1.829268292682927,0
2268.0,1.2708333333333333,0
144.0,3.0,0
286.5,2.4,0
570.5,1.4848484848484849,0
122.0,5.428571428571429,1
797.0,1.119047619047619,0
526.0,1.3333333333333333,0
104.5,1.1111111111111112,0
234.0,1.6666666666666667,0
106.5,1.25,0
229.0,1.096774193548387,0
108.0,0.4838709677419355,0
889.5,1.7608695652173914,0
2469.5,0.8311688311688312,0
139.5,3.1666666666666665,0
265.5,2.4285714285714284,0
569.0,1.9565217391304348,0
139.5,4.777777777777778,1
856.0,1.0930232558139534,0
105.0,2.8,0
491.0,1.3636363636363635,0
122.5,2.3636363636363638,0
189.5,2.4166666666666665,0
119.0,1.3571428571428572,0
1175.0,1.4603174603174602,0
2549.0,0.8170731707317073,0
243.5,2.357142857142857,0
617.0,2.090909090909091,0
112.0,4.4,1
828.0,1.2195121951219512,0
175.0,1.0769230769230769,0
588.5,1.3125,0
1336.5,1.8958333333333333,0
2804.0,1.1929824561403508,0
240.0,2.357142857142857,0
135.0,1.3043478260869565,0
698.0,1.8461538461538463,0
181.5,4.2,1
121.5,2.5,0
701.0,1.1818181818181819,0
110.5,2.9,0
127.0,3.2222222222222223,0
675.5,1.4516129032258065,0
1310.0,2.6333333333333333,0
3176.5,1.2203389830508475,0
265.0,2.3125,0
102.0,0.8695652173913043,0
797.0,1.9230769230769231,0
163.0,3.5714285714285716,1
291.5,3.5,0
1024.5,1.125,0
304.0,2.9166666666666665,0
122.0,3.0,0
111.0,2.8181818181818183,0
631.5,1.4333333333333333,0
321.5,6.444444444444445,1
3460.0,1.1746031746031746,0
183.0,2.823529411764706,0
273.5,2.2666666666666666,0
177.5,1.3461538461538463,0
914.0,1.606060606060606,0
200.5,2.037037037037037,0
309.0,2.8666666666666667,0
741.0,1.4473684210526316,0
231.5,1.36,0
131.5,2.727272727272727,0
218.0,1.3214285714285714,0
569.5,1.21875,0
3666.5,1.2,0
311.5,2.235294117647059,0
1383.0,1.1071428571428572,0
270.5,4.090909090909091,1
326.0,1.75,0
830.5,1.59375,0
267.0,1.7142857142857142,0
134.0,2.5833333333333335,0
101.0,1.8125,0
156.0,2.4615384615384617,0
662.0,1.3548387096774193,0
3141.5,1.490909090909091,0
139.0,1.8125,0
316.0,1.9444444444444444,0
1938.0,1.0819672131147542,0
339.5,3.75,1
244.0,1.903225806451613,0
755.0,1.55,0
282.5,2.176470588235294,0
145.0,2.75,0
118.5,3.375,0
129.5,1.8421052631578947,0
171.5,2.2666666666666666,0
612.5,1.3448275862068966,0
2299.5,1.9285714285714286,0
168.0,1.6428571428571428,0
822.0,1.7741935483870968,0
1489.5,1.1,0
355.5,3.6153846153846154,1
529.0,1.641025641025641,0
296.0,2.923076923076923,0
162.5,2.6666666666666665,0
143.5,3.111111111111111,0
110.5,1.875,0
189.0,2.357142857142857,0
640.0,1.2333333333333334,0
967.5,2.625,0
2816.0,0.9305555555555556,0
135.0,6.142857142857143,1
343.5,3.6923076923076925,1
423.5,0.6666666666666666,0
245.0,2.7333333333333334,0
178.0,2.8333333333333335,0
142.0,3.111111111111111,0
329.5,1.2058823529411764,0
582.5,1.3448275862068966,0
1488.0,1.6486486486486487,0
1928.5,1.0434782608695652,0
194.0,5.8,1
355.0,3.125,0
634.0,1.425,0
155.0,0.75,0
199.5,1.6470588235294117,0
192.5,3.0,0
146.5,3.0,0
322.0,1.1714285714285715,0
550.5,1.4074074074074074,0
3230.0,1.1159420289855073,0
238.0,4.6923076923076925,1
428.0,3.7142857142857144,1
1107.5,1.441860465116279,0
237.5,3.1666666666666665,0
116.5,0.7142857142857143,0
343.0,2.4210526315789473,0
211.5,2.6923076923076925,0
551.0,0.9347826086956522,0
675.5,1.1764705882352942,0
123.5,2.2222222222222223,0
106.0,1.7777777777777777,0
2524.0,1.3333333333333333,0
249.5,4.428571428571429,1
448.5,3.6,1
1408.5,1.4680851063829787,0
239.5,3.1666666666666665,0
145.5,0.9545454545454546,0
412.5,2.526315789473684,0
251.0,2.769230769230769,0
104.5,2.5,0
473.0,0.9565217391304348,0
644.0,1.3333333333333333,0
2543.0,1.7045454545454546,0
284.0,4.125,1
1743.5,1.3392857142857142,0
243.0,3.5454545454545454,1
672.5,1.6285714285714286,0
188.0,1.0,0
353.5,2.45,0
268.5,2.7142857142857144,0
417.0,1.0714285714285714,0
647.5,1.1176470588235294,0
1616.0,2.3793103448275863,0
289.0,3.5,0
553.0,3.625,1
110.5,2.9166666666666665,0
2315.5,1.2741935483870968,0
198.0,2.9166666666666665,0
273.5,3.909090909090909,1
171.0,0.7916666666666666,0
324.5,1.565217391304348,0
295.0,2.533333333333333,0
342.0,1.1935483870967742,0
297.0,1.48,0
538.5,1.3,0
592.5,4.846153846153846,1
319.0,3.8421052631578947,1
2748.5,1.4202898550724639,0
258.5,3.25,0
270.0,3.230769230769231,0
109.5,1.1666666666666667,0
844.5,1.3953488372093024,0
417.5,1.8333333333333333,0
320.5,2.4375,0
187.5,3.090909090909091,0
516.5,1.0444444444444445,0
511.5,1.2758620689655173,0
671.0,3.3684210526315788,0
3078.5,1.2794117647058822,0
320.0,2.933333333333333,0
242.0,1.2826086956521738,0
802.5,1.8181818181818181,0
534.5,2.259259259259259,0
348.0,2.411764705882353,0
222.0,3.3636363636363638,0
311.0,1.1935483870967742,0
230.0,1.75,0
497.5,1.2413793103448276,0
2218.5,1.7543859649122806,0
139.0,3.9,1
642.0,2.2142857142857144,0
2197.0,1.0833333333333333,0
255.0,1.625,0
379.5,2.5294117647058822,0
117.0,2.6,0
195.5,3.6,1
353.5,1.25,0
241.5,1.9333333333333333,0
498.0,1.3571428571428572,0
1082.5,2.6315789473684212,0
129.0,0.4722222222222222,0
2468.0,1.2105263157894737,0
106.0,2.1818181818181817,0
819.5,2.125,0
448.5,2.2,0
172.0,2.2666666666666666,0
692.0,0.8222222222222222,0
266.5,1.7058823529411764,0
548.5,1.3103448275862069,0
114.0,1.368421052631579,0
214.5,0.5,0
973.0,1.9736842105263157,0
2977.5,0.8888888888888888,0
171.5,1.5294117647058822,0
122.5,3.2222222222222223,0
481.0,2.1904761904761907,0
230.0,3.1818181818181817,0
294.0,3.25,0
763.5,0.9642857142857143,0
523.0,1.125,0
182.0,0.84375,0
1202.5,1.9761904761904763,0
2765.0,1.2258064516129032,0
101.0,1.6842105263157894,0
507.0,2.1818181818181817,0
163.5,3.272727272727273,0
353.5,3.4166666666666665,0
886.0,0.8636363636363636,0
491.5,1.2857142857142858,0
1386.0,2.4545454545454546,0
2289.0,1.4423076923076923,0
731.0,1.368421052631579,0
105.0,2.909090909090909,0
396.0,2.8125,0
586.0,1.3414634146341464,0
404.0,1.1481481481481481,0
504.5,1.3333333333333333,0
595.0,5.75,1
2276.0,1.0266666666666666,0
113.0,2.1818181818181817,0
792.0,0.8653846153846154,0
312.0,1.6,0
118.5,1.6,0
523.0,1.2592592592592593,0
1514.5,1.03125,0
167.0,3.0833333333333335,0
264.5,3.0714285714285716,0
492.5,1.0952380952380953,0
511.0,0.8918918918918919,0
497.5,1.1290322580645162,0
500.5,1.7,0
713.5,1.78125,0
352.0,3.9166666666666665,1
239.0,2.3529411764705883,0
531.5,0.9333333333333333,0
487.5,1.1290322580645162,0
467.5,1.096774193548387,0
1201.5,1.6153846153846154,0
341.0,3.1538461538461537,0
214.5,1.8125,0
934.0,0.9,0
595.0,0.9230769230769231,0
458.0,1.2692307692307692,0
799.5,2.5454545454545454,0
407.0,2.3333333333333335,0
211.5,2.8333333333333335,0
107.5,3.857142857142857,1
1083.5,0.7727272727272727,0
113.0,2.111111111111111,0
552.5,1.125,0
443.0,1.2,0
216.5,3.4,0
397.5,2.3157894736842106,0
212.5,0.5862068965517241,0
122.0,3.2222222222222223,0
234.5,1.5714285714285714,0
593.5,1.121212121212121,0
432.0,1.2692307692307692,0
418.0,3.235294117647059,0
506.5,2.25,0
135.5,3.111111111111111,0
517.5,0.8103448275862069,0
722.5,0.9523809523809523,0
478.5,1.4,0
463.0,2.875,0
1381.5,1.18,0
428.0,2.4705882352941178,0
137.5,3.3333333333333335,0
702.0,1.1111111111111112,0
103.5,2.1818181818181817,0
399.5,1.391304347826087,0
506.0,2.2857142857142856,0
1632.5,1.0,0
381.0,2.176470588235294,0
163.5,2.8181818181818183,0
153.5,5.285714285714286,1
557.5,1.4642857142857142,0
203.0,1.8823529411764706,0
383.5,1.32,0
579.0,2.0833333333333335,0
1835.0,1.098360655737705,0
184.5,3.3,0
156.0,2.5833333333333335,0
1034.5,0.8775510204081632,0
400.5,1.3333333333333333,0
570.0,2.125,0
2212.5,0.8068181818181818,0
359.5,2.1052631578947367,0
168.0,2.9,0
970.5,0.9,0
119.5,1.368421052631579,0
362.5,1.4090909090909092,0
1395.0,2.1142857142857143,0
270.0,1.9285714285714286,0
660.5,1.7666666666666666,0
102.0,0.375,0
2245.5,0.872093023255814,0
112.5,2.1,0
207.0,2.727272727272727,0
834.0,0.8461538461538461,0
151.0,2.076923076923077,0
351.0,1.3333333333333333,0
136.0,1.05,0
864.5,1.9310344827586208,0
4441.5,0.7350427350427351,0
314.0,1.8666666666666667,0
224.5,2.8181818181818183,0
133.0,4.75,1
835.5,1.0212765957446808,0
142.0,2.076923076923077,0
331.0,1.2916666666666667,0
445.0,3.380952380952381,0
378.0,1.4642857142857142,0
886.0,1.8709677419354838,0
3504.5,0.8878504672897196,0
242.0,2.6666666666666665,0
215.0,3.727272727272727,1
1161.5,1.0,0
146.5,1.8666666666666667,0
333.0,1.1333333333333333,0
976.0,1.6666666666666667,0
4678.0,1.0510204081632653,0
274.0,2.375,0
227.5,4.181818181818182,1
1127.5,1.0188679245283019,0
157.0,1.8125,0
306.0,1.24,0
1136.0,1.5365853658536586,0
3878.0,1.2530120481927711,0
287.0,2.1666666666666665,0
146.5,4.5,1
946.5,0.9814814814814815,0
258.0,0.7272727272727273,0
307.0,1.391304347826087,0
387.0,0.5,0
1437.0,1.625,0
3288.0,1.4848484848484849,0
321.5,2.2777777777777777,0
170.0,4.545454545454546,1
767.0,1.0,0
181.0,1.3478260869565217,0
112.0,2.5,0
345.0,1.391304347826087,0
197.0,0.9090909090909091,0
114.5,0.75,0
2598.0,1.9130434782608696,0
1500.0,1.3877551020408163,0
332.0,2.210526315789474,0
268.0,4.333333333333333,1
1559.5,0.953125,0
220.5,2.9166666666666665,0
218.0,1.2916666666666667,0
118.0,2.888888888888889,0
308.0,1.25,0
1171.0,3.130434782608696,0
1125.5,1.9722222222222223,0
370.5,2.235294117647059,0
326.5,4.230769230769231,1
1462.0,1.2075471698113207,0
121.5,2.076923076923077,0
566.5,2.3684210526315788,0
257.0,1.2307692307692308,0
132.0,3.0,0
312.5,1.2916666666666667,0
607.5,1.6551724137931034,0
418.5,2.0,0
366.0,4.214285714285714,1
1699.0,1.4081632653061225,0
145.5,2.5454545454545454,0
548.5,2.0,0
192.0,0.7777777777777778,0
139.0,3.111111111111111,0
323.0,1.3636363636363635,0
284.5,1.32,0
535.5,2.6666666666666665,0
420.0,3.7058823529411766,1
1977.0,1.2166666666666666,0
142.5,3.3333333333333335,0
713.0,1.896551724137931,0
205.5,1.0,0
156.0,2.0,0
279.0,1.4285714285714286,0
471.5,4.1875,1
624.5,1.903225806451613,0
3131.0,0.9176470588235294,0
118.0,2.8,0
280.0,1.25,0
162.0,2.4166666666666665,0
284.0,1.5,0
565.5,3.888888888888889,1
724.0,2.2916666666666665,0
3860.5,0.9032258064516129,0
265.0,1.4583333333333333,0
177.5,2.142857142857143,0
268.5,1.4,0
713.0,3.217391304347826,0
831.0,2.185185185185185,0
5031.0,0.9,0
310.5,1.3703703703703705,0
206.0,1.9375,0
261.0,1.35,0
833.0,3.5,0
7158.5,0.8990825688073395,0
871.5,1.5483870967741935,0
380.0,1.2258064516129032,0
213.5,2.4615384615384617,0
109.0,2.875,0
256.0,1.3,0
6662.5,1.0833333333333333,0
148.5,2.4545454545454546,0
192.5,2.2,0
426.0,0.9032258064516129,0
474.5,1.3793103448275863,0
108.5,2.8,0
237.0,2.1333333333333333,0
123.0,2.875,0
226.5,1.1818181818181819,0
384.0,0.375,0
5228.5,1.325,0
283.0,1.8,0
342.5,0.84375,0
114.5,5.125,1
518.5,2.05,0
253.5,1.5,0
110.0,2.8,0
123.0,3.0,0
223.5,1.4210526315789473,0
205.5,0.3684210526315789,0
4021.5,1.5,0
600.5,1.2647058823529411,0
274.5,1.5454545454545454,0
126.0,2.727272727272727,0
136.5,2.6666666666666665,0
247.5,1.2857142857142858,0
2735.0,2.116279069767442,0
756.5,0.5833333333333334,0
160.5,2.727272727272727,0
145.0,2.888888888888889,0
196.0,1.35,0
1122.5,4.05,1
264.0,0.696969696969697,0
336.5,2.176470588235294,0
165.0,2.8181818181818183,0
147.5,2.6,0
174.0,1.3157894736842106,0
120.5,6.714285714285714,1
272.0,2.0,0
631.5,0.7192982456140351,0
191.0,3.0,0
158.5,2.6,0
132.5,1.1875,0
119.0,6.285714285714286,1
426.0,1.75,0
602.5,0.7321428571428571,0
198.5,2.5384615384615383,0
182.5,2.5454545454545454,0
136.0,1.5,0
140.5,5.1,1
400.5,2.1052631578947367,0
102.5,0.4782608695652174,0
472.5,1.7826086956521738,0
217.0,2.5384615384615383,0
195.0,2.8,0
108.5,1.1428571428571428,0
148.5,3.5454545454545454,1
530.0,1.6923076923076923,0
230.5,2.6923076923076925,0
220.0,2.727272727272727,0
122.5,1.0666666666666667,0
124.0,5.444444444444445,1
358.5,2.074074074074074,0
538.0,1.1842105263157894,0
249.0,2.5714285714285716,0
241.0,2.5,0
114.0,1.4,0
154.0,4.818181818181818,1
1067.5,1.1346153846153846,0
130.0,2.7,0
165.5,4.222222222222222,1
425.0,2.4,0
276.0,2.4,0
265.5,2.5,0
121.0,1.0555555555555556,0
269.5,4.0,1
1300.0,1.7941176470588236,0
100.5,0.8260869565217391,0
183.5,4.0,1
556.0,1.5161290322580645,0
279.5,2.466666666666667,0
288.5,2.4615384615384617,0
146.0,1.1764705882352942,0
447.0,4.266666666666667,1
1634.5,1.6923076923076923,0
104.0,0.8695652173913043,0
128.5,3.4,0
734.0,2.04,0
314.5,2.533333333333333,0
315.0,2.2857142857142856,0
156.0,1.4285714285714286,0
548.0,4.3125,1
1814.0,1.6666666666666667,0
730.0,2.074074074074074,0
348.5,2.3529411764705883,0
352.0,2.4285714285714284,0
150.5,1.2777777777777777,0
2752.0,0.9135802469135802,0
732.5,1.935483870967742,0
380.5,2.411764705882353,0
367.5,2.125,0
161.5,1.4285714285714286,0
768.0,3.6818181818181817,1
110.5,0.7692307692307693,0
2468.5,1.0389610389610389,0
916.5,1.6176470588235294,0
203.0,3.75,1
482.0,1.6538461538461537,0
403.5,2.1176470588235294,0
130.0,1.2352941176470589,0
913.0,3.4074074074074074,0
130.5,1.391304347826087,0
138.5,0.8148148148148148,0
4300.0,0.8099173553719008,0
152.5,1.263157894736842,0
277.5,3.9166666666666665,1
443.0,2.263157894736842,0
441.0,2.1176470588235294,0
139.5,1.375,0
380.0,1.4482758620689655,0
168.0,0.7714285714285715,0
144.5,0.4375,0
5182.5,0.856,0
126.0,1.5555555555555556,0
284.0,3.6153846153846154,1
108.0,4.222222222222222,1
365.5,1.5,0
493.0,2.3684210526315788,0
482.5,2.111111111111111,0
160.5,1.6428571428571428,0
4189.0,1.0272727272727273,0
500.0,4.866666666666666,1
156.0,2.5833333333333335,0
2220.5,1.5918367346938775,0
325.0,3.5,0
125.0,4.888888888888889,1
938.0,0.96,0
562.0,2.3,0
538.0,2.0526315789473686,0
154.0,1.5714285714285714,0
446.0,0.30158730158730157,0
5334.0,1.0707070707070707,0
335.0,3.1875,0
137.5,4.2,1
571.0,2.4,0
1087.5,1.1372549019607843,0
594.5,1.8636363636363635,0
147.5,1.411764705882353,0
706.5,3.8421052631578947,1
442.5,0.38333333333333336,0
3662.0,1.1764705882352942,0
364.0,3.7142857142857144,1
136.0,3.7,1
642.5,2.3333333333333335,0
1344.5,1.3877551020408163,0
660.5,1.9090909090909092,0
127.0,1.5333333333333334,0
301.5,0.5714285714285714,0
190.0,0.5081967213114754,0
3883.5,1.59375,0
401.0,3.9285714285714284,1
165.5,4.2727272727272725,1
707.0,2.409090909090909,0
1675.0,1.6041666666666667,0
119.0,1.4,0
734.5,1.76,0
141.5,1.1764705882352942,0
128.5,0.5365853658536586,0
2697.5,2.1136363636363638,0
437.5,3.5625,1
188.0,3.8333333333333335,1
786.5,2.16,0
813.0,1.7307692307692308,0
1383.5,1.7272727272727273,0
1098.5,4.368421052631579,1
464.5,3.6875,1
2073.5,0.7215189873417721,0
1248.5,1.6363636363636365,0
113.0,1.4,0
515.0,3.4444444444444446,0
1272.5,1.0727272727272728,0
1042.5,1.5625,0
1164.5,1.75,0
114.0,1.5714285714285714,0
546.0,3.4210526315789473,0
2628.5,0.7,0
899.5,1.7567567567567568,0
119.5,2.0714285714285716,0
111.5,1.5714285714285714,0
585.5,3.4,0
3042.0,0.6770833333333334,0
1127.5,1.641025641025641,0
111.0,0.9375,0
123.5,1.125,0
636.0,3.9444444444444446,1
3524.5,0.6601941747572816,0
990.0,1.5789473684210527,0
103.5,1.3571428571428572,0
725.5,3.7,1
4095.0,0.6636363636363637,0
852.5,1.6486486486486487,0
113.5,1.5,0
617.0,4.388888888888889,1
4848.5,0.6470588235294118,0
692.0,1.6470588235294117,0
5760.0,0.675,0
343.5,3.2142857142857144,0
707.0,1.5588235294117647,0
5332.0,0.7727272727272727,0
595.5,1.6363636363636365,0
4665.5,0.87,0
569.0,1.59375,0
4771.5,1.0114942528735633,0
153.5,2.0,0
499.0,1.5806451612903225,0
152.0,1.5,0
107.5,1.5,0
5041.5,1.1944444444444444,0
169.5,2.1538461538461537,0
471.0,1.5333333333333334,0
147.5,1.4,0
126.0,1.4285714285714286,0
4125.5,1.5087719298245614,0
185.5,2.142857142857143,0
447.0,1.6785714285714286,0
141.0,1.3125,0
110.5,1.3846153846153846,0
2841.0,2.175,0
246.0,2.066666666666667,0
411.0,1.6153846153846154,0
138.5,1.375,0
114.5,1.4615384615384615,0
1317.0,4.1,1
265.0,1.8333333333333333,0
372.5,1.5555555555555556,0
172.0,1.375,0
235.0,2.466666666666667,0
361.5,1.5185185185185186,0
117.0,1.5714285714285714,0
292.0,2.111111111111111,0
330.0,1.6,0
227.0,1.0434782608695652,0
313.5,2.2941176470588234,0
311.0,1.52,0
170.0,1.3333333333333333,0
174.5,1.368421052631579,0
181.5,1.588235294117647,0
361.0,2.05,0
288.5,1.5,0
142.0,1.7692307692307692,0
378.0,1.2857142857142858,0
496.5,1.6333333333333333,0
386.0,2.210526315789474,0
267.0,1.4583333333333333,0
217.5,1.1904761904761905,0
246.0,1.6,0
313.5,1.6666666666666667,0
1306.5,1.2142857142857142,0
411.5,2.263157894736842,0
121.5,3.625,1
233.5,1.4782608695652173,0
204.0,1.3157894736842106,0
2931.5,1.2173913043478262,0
359.0,2.090909090909091,0
121.5,2.8181818181818183,0
198.0,1.4782608695652173,0
220.0,1.3,0
107.0,1.6666666666666667,0
118.0,1.368421052631579,0
3126.0,1.546875,0
382.5,1.56,0
337.5,1.9166666666666667,0
192.5,0.5769230769230769,0
185.5,1.28125,0
215.5,1.5,0
245.5,0.9615384615384616,0
103.5,1.4166666666666667,0
354.5,2.227272727272727,0
2687.5,1.5254237288135593,0
311.5,2.2222222222222223,0
145.0,1.9473684210526316,0
465.0,0.6756756756756757,0
191.0,1.5238095238095237,0
244.5,1.173913043478261,0
453.5,2.238095238095238,0
2157.5,1.5178571428571428,0
239.0,1.1282051282051282,0
693.0,0.8333333333333334,0
187.5,1.4090909090909092,0
237.5,1.0416666666666667,0
543.0,2.3636363636363638,0
190.5,1.9047619047619047,0
2156.0,1.5,0
183.5,2.6363636363636362,0
1067.5,1.119047619047619,0
188.5,1.4761904761904763,0
295.0,1.0357142857142858,0
485.0,2.0357142857142856,0
288.5,1.146341463414634,0
1911.5,1.469387755102041,0
184.5,2.909090909090909,0
1139.0,1.2142857142857142,0
260.0,1.2272727272727273,0
185.5,1.5,0
282.0,1.0888888888888888,0
1649.0,1.488888888888889,0
127.5,1.9090909090909092,0
1271.5,1.45,0
292.0,1.4,0
174.0,1.5263157894736843,0
170.0,2.2,0
237.5,0.6808510638297872,0
168.0,0.4,0
1271.0,1.4318181818181819,0
1298.5,1.641025641025641,0
321.5,0.9354838709677419,0
157.0,1.4,0
635.5,2.0384615384615383,0
356.0,1.1,0
130.5,0.26666666666666666,0
1135.5,1.4390243902439024,0
1168.5,1.6578947368421053,0
243.0,1.6111111111111112,0
178.5,1.4736842105263157,0
865.5,0.5818181818181818,0
765.5,2.269230769230769,0
139.5,0.625,0
333.5,1.7777777777777777,0
168.0,0.2826086956521739,0
1203.0,1.435897435897436,0
193.0,2.75,0
1068.0,1.5945945945945945,0
327.5,1.12,0
168.0,1.4210526315789473,0
985.0,1.864864864864865,0
1998.5,0.8571428571428571,0
395.5,0.711864406779661,0
242.5,0.4375,0
947.0,1.4324324324324325,0
1048.0,1.6111111111111112,0
487.0,0.9696969696969697,0
173.5,1.368421052631579,0
1169.0,1.6222222222222222,0
3272.0,0.9230769230769231,0
535.0,0.6666666666666666,0
260.5,0.4888888888888889,0
811.0,1.4166666666666667,0
922.5,1.5294117647058822,0
429.0,0.9411764705882353,0
146.5,1.368421052631579,0
1472.0,1.4814814814814814,0
893.0,0.8888888888888888,0
4108.0,1.2054794520547945,0
463.0,0.39655172413793105,0
753.0,1.4411764705882353,0
1208.0,1.588235294117647,0
